red_flag,s0,s10,s90,s90d
0,107,61,98,7
0,113,73,97,15
1,102,47,23,2
0,102,67,84,14
0,106,83,82,13
0,96,70,72,10
2,98,73,112,7
1,44,32,12,1
2,113,94,124,14
0,93,56,76,7
1,32,20,18,6
0,93,53,76,5
0,100,69,97,13
2,115,72,137,14
2,122,76,125,17
0,97,78,74,6
1,40,30,18,0
2,117,46,127,31
0,90,66,55,10
1,57,33,20,1
0,98,57,75,15
0,86,80,78,10
2,101,62,134,20
1,38,27,4,0
0,89,65,72,7
2,119,74,114,12
0,90,66,60,8
0,103,72,77,5
0,85,67,85,11
0,107,82,97,20
0,79,64,78,6
0,97,77,93,3
1,37,24,13,0
2,105,67,120,16
2,110,75,162,18
2,113,90,118,16
1,42,30,13,4
1,42,26,13,1
2,106,105,109,12
1,89,35,21,0
0,100,65,87,14
0,98,58,99,20
0,87,57,65,9
1,41,26,17,1
2,100,74,113,16
0,99,66,97,11
0,83,71,86,9
0,80,67,71,8
1,32,19,13,3
0,101,69,96,15
2,111,90,128,34
2,101,77,130,16
0,101,67,81,10
0,95,71,83,16
1,10,9,14,0
0,91,64,83,3
2,110,78,122,26
0,93,67,98,21
2,121,84,176,27
0,90,68,78,8
0,79,59,55,8
1,28,31,7,0
2,93,75,128,19
1,87,35,16,1
0,82,68,67,5
1,102,54,36,2
2,92,75,107,17
0,93,64,70,12
1,42,27,14,0
0,76,66,85,6
0,82,56,62,6
1,47,40,25,0
1,22,23,13,0
0,95,61,73,6
1,30,21,16,0
1,30,26,7,4
0,98,69,70,13
0,103,74,96,4
2,96,70,110,18
1,39,25,5,0
0,95,67,74,10
2,105,76,127,20
0,103,76,63,5
1,42,24,7,0
1,41,34,7,1
0,97,87,82,24
1,14,17,8,2
0,98,55,101,17
0,99,69,94,11
1,12,11,6,4
2,110,68,152,15
1,52,28,16,2
1,39,29,13,3
1,48,36,13,2
0,91,65,75,4
0,107,61,70,11
2,110,95,101,17
1,37,30,10,3
2,116,83,148,24
1,26,18,8,3
1,27,23,9,0
0,95,69,84,18
1,90,37,30,2
2,119,93,107,18
0,97,68,84,9
2,101,71,121,4
0,89,63,56,6
2,115,71,125,21
1,87,37,35,2
0,89,63,74,7
1,33,18,16,1
0,97,59,56,8
0,87,57,58,2
0,104,79,93,13
2,115,82,134,22
1,87,43,34,2
2,112,83,120,13
2,101,80,118,14
2,98,61,103,18
1,23,25,13,0
1,40,22,12,1
0,86,65,87,13
2,94,75,109,12
0,113,70,91,13
0,104,55,83,12
0,85,66,70,10
0,96,62,72,11
1,34,22,6,0
0,86,80,69,12
0,100,67,72,17
1,91,42,28,1
2,99,76,115,16
0,87,63,96,13
2,114,75,113,12
0,97,86,77,3
1,50,33,17,0
1,39,25,12,4
0,80,60,55,7
1,40,31,13,2
0,100,72,94,16
1,26,20,15,2
1,85,38,32,2
0,103,61,95,22
0,96,79,67,8
1,41,25,11,0
0,103,69,98,10
2,105,66,102,16
0,91,62,74,8
0,98,59,77,14
1,41,29,14,0
0,103,89,95,24
1,44,29,19,0
1,36,21,15,0
1,34,22,17,0
0,113,62,96,6
0,83,66,61,4
2,102,82,105,19
0,103,68,94,16
0,89,66,43,8
0,107,72,86,13
0,98,64,93,10
0,84,65,55,6
0,80,61,45,6
0,83,71,90,7
1,10,11,16,0
2,99,68,108,9
1,35,28,17,0
0,91,70,84,3
0,79,56,60,14
1,35,27,10,0
0,88,63,89,13
1,24,15,12,3
2,123,71,163,15
1,33,28,13,1
1,26,22,17,0
1,41,28,18,0
0,90,68,72,6
2,103,73,110,19
1,38,26,14,2
2,105,69,109,19
2,127,77,123,22
2,97,71,110,10
0,97,55,80,13
2,99,83,152,16
1,14,17,10,0
0,101,76,81,9
1,40,25,15,4
2,100,72,117,14
0,100,73,90,14
0,89,63,81,4
1,79,40,17,1
0,87,62,86,17
0,100,72,66,16
0,101,57,95,5
1,40,28,8,0
1,40,43,7,0
0,100,59,89,12
1,43,23,18,1
0,98,55,99,17
2,99,76,106,8
2,98,67,104,15
0,101,61,97,19
1,36,14,10,0
0,100,53,60,6
2,105,87,130,15
2,89,78,137,1
2,117,76,125,21
0,92,61,78,12
2,104,70,105,15
2,98,81,98,14
0,90,72,90,13
0,98,50,96,9
1,44,36,19,1
1,84,35,22,2
2,114,81,122,10
2,114,78,141,10
1,34,26,15,0
1,94,44,32,0
1,54,43,48,5
1,37,33,9,1
2,111,71,109,12
1,32,20,6,3
1,90,41,29,4
2,128,93,124,23
2,101,73,109,14
0,104,65,93,9
1,39,22,24,2
2,104,75,145,19
0,89,62,87,14
1,29,29,10,0
0,91,55,65,10
2,112,94,142,24
0,83,67,74,9
0,92,65,70,9
2,97,80,100,16
0,92,68,54,7
1,58,38,18,3
2,94,86,121,31
1,65,20,25,2
0,112,96,93,13
2,89,72,111,8
1,31,21,8,4
1,40,27,12,1
1,37,23,9,2
0,100,59,68,11
0,95,80,80,10
0,97,71,96,12
1,30,15,12,0
1,40,20,21,8
2,110,80,142,20
2,168,100,155,16
2,118,76,143,20
0,84,70,61,3
0,88,68,64,14
2,107,86,157,13
0,91,56,93,7
2,111,80,103,14
2,124,80,149,32
2,113,81,115,13
0,107,58,87,23
1,51,24,13,3
0,91,76,95,8
2,102,71,125,22
1,31,32,12,0
1,56,32,12,0
1,25,20,7,0
1,29,25,16,0
0,88,78,88,5
2,111,97,107,13
0,98,70,94,12
2,116,54,111,22
0,96,60,70,6
0,94,58,59,7
2,111,86,154,26
2,113,76,129,13
2,117,126,137,15
2,123,84,121,30
2,100,92,108,13
1,29,18,9,2
1,33,20,10,1
1,34,35,8,1
0,88,68,59,10
2,109,79,135,14
0,111,63,94,20
1,34,32,13,0
1,44,37,12,2
0,102,58,62,7
0,82,66,65,10
0,103,58,87,10
0,99,61,93,13
1,73,37,35,0
2,107,96,130,22
1,19,10,10,1
1,40,23,18,0
0,98,69,73,13
0,78,61,68,7
0,97,63,75,6
0,107,56,72,13
1,41,29,8,0
0,92,52,49,0
1,46,24,15,0
0,96,69,100,14
2,115,73,108,17
0,92,64,54,11
2,107,97,121,22
2,98,60,108,6
0,97,66,83,17
0,106,83,92,13
0,93,65,99,10
1,33,17,14,2
2,98,63,114,14
0,62,41,76,5
1,33,24,9,0
2,100,68,111,4
1,94,41,27,1
0,89,64,68,2
1,44,35,11,0
0,77,69,62,10
1,40,25,13,0
1,38,28,16,3
2,115,75,165,23
1,11,11,17,0
0,86,54,73,14
0,93,65,67,6
2,118,96,110,11
2,99,79,121,11
0,104,71,85,10
2,110,72,120,21
2,97,69,143,21
2,103,80,133,32
0,116,76,88,5
0,95,76,85,13
1,66,32,14,3
0,89,59,91,10
0,106,59,68,2
1,80,45,29,5
0,92,68,66,4
1,36,25,8,0
1,42,28,20,2
1,49,32,11,1
0,112,69,76,22
0,108,60,98,12
1,50,28,14,1
0,105,67,75,7
0,97,66,74,18
0,88,65,76,17
1,32,19,10,0
1,40,35,3,0
1,40,28,12,0
2,126,83,105,19
0,85,64,62,14
2,115,82,127,6
2,106,74,116,22
0,106,57,101,17
1,31,18,8,0
0,95,60,93,13
0,96,69,85,13
0,93,57,49,4
2,102,63,132,16
2,110,80,101,8
0,87,71,86,13
0,90,55,54,10
0,112,77,83,15
2,109,69,108,11
2,102,85,143,9
2,122,111,147,18
1,39,29,20,2
0,105,64,75,4
0,79,65,53,5
0,97,63,72,12
0,96,75,93,18
0,102,66,75,10
1,28,20,10,1
0,105,76,89,11
1,43,23,15,3
0,89,57,75,4
0,103,74,96,6
2,112,81,120,12
1,38,28,13,3
2,102,68,106,13
0,101,74,99,9
2,113,80,142,16
1,23,18,19,3
0,98,58,74,13
1,36,26,11,1
0,124,84,68,4
0,88,75,78,9
0,98,59,86,12
0,81,63,74,10
1,52,37,43,1
1,41,28,6,4
2,111,68,102,14
0,97,78,83,18
2,100,68,119,19
1,25,19,12,4
0,106,63,99,5
2,103,77,104,21
1,32,22,14,0
2,100,58,125,16
2,98,70,109,4
0,97,78,89,18
0,92,51,67,7
1,46,24,8,3
1,33,20,9,0
0,91,76,75,8
1,33,24,8,0
0,102,69,100,15
0,93,69,89,16
1,82,30,19,7
0,84,66,52,3
1,42,25,10,2
2,113,93,100,15
0,90,55,96,12
0,99,63,82,8
2,107,72,107,13
1,89,45,24,0
0,88,64,62,12
0,92,73,68,12
0,106,62,74,19
0,107,82,97,14
2,104,85,108,15
2,112,79,111,24
2,102,59,117,17
0,85,53,75,7
1,35,30,12,0
1,29,18,15,1
2,107,85,140,22
1,30,25,18,2
0,104,59,81,6
0,87,64,77,10
1,47,33,19,2
0,81,56,73,5
1,14,15,8,5
1,94,45,20,1
1,31,29,17,0
2,108,87,127,14
0,101,66,93,16
0,98,60,87,6
1,34,26,17,3
0,88,70,76,12
1,34,21,19,0
0,96,66,93,6
0,89,60,68,7
0,94,74,79,14
1,37,21,5,0
0,65,58,58,12
1,33,29,16,2
0,95,68,82,3
1,33,20,19,4
0,94,72,80,15
1,28,21,16,0
2,104,67,114,10
0,123,69,95,15
1,34,24,9,3
1,40,27,24,0
0,99,74,71,4
0,90,65,81,10
1,34,26,8,0
1,74,31,21,2
0,100,71,98,6
0,80,67,94,8
1,12,11,8,1
2,105,78,124,15
0,101,66,88,11
0,94,69,73,9
0,95,55,71,8
0,89,75,66,7
0,88,61,88,11
2,98,69,126,16
2,191,106,162,24
0,115,63,96,19
0,97,70,86,13
0,91,81,75,10
0,86,70,73,6
0,98,69,93,12
1,31,23,12,1
2,118,96,118,27
0,92,82,79,12
0,88,79,85,9
1,54,33,16,0
1,28,17,19,0
0,90,53,76,5
0,91,71,79,10
0,99,63,84,15
0,92,56,83,11
1,40,31,10,0
0,94,55,86,14
0,87,68,76,13
0,91,62,99,8
0,94,85,61,8
0,98,65,91,6
2,100,67,115,17
1,103,49,25,3
1,43,36,4,2
0,97,65,87,8
1,11,11,0,3
0,91,69,86,15
0,91,60,77,9
2,102,77,103,10
0,87,68,72,9
0,103,74,98,17
0,109,65,88,22
0,88,75,70,6
0,118,76,86,20
0,88,54,60,6
2,140,65,155,30
0,88,63,80,10
2,105,77,123,22
2,123,74,132,16
0,102,72,95,19
0,109,67,92,17
1,43,36,9,0
0,109,77,80,10
1,20,14,16,3
2,93,72,103,7
1,89,37,17,0
2,87,68,103,8
2,109,77,128,10
1,45,37,14,1
2,115,68,119,20
1,29,23,8,0
0,91,68,66,12
0,109,60,74,11
0,92,59,93,8
2,91,78,101,15
1,55,31,22,0
0,102,69,84,9
0,98,73,82,10
1,30,26,7,3
1,44,32,7,1
0,89,52,45,4
0,90,67,80,17
2,99,73,107,20
1,35,18,11,0
2,112,73,100,10
1,34,32,8,0
2,117,81,159,27
1,20,21,6,0
2,88,66,105,4
0,93,67,69,10
0,98,64,89,5
1,101,42,20,0
1,37,20,13,0
2,91,74,113,10
0,83,60,54,10
0,96,76,86,13
2,114,87,119,23
1,48,24,29,3
0,105,76,93,5
0,87,68,89,20
0,100,72,84,7
1,34,20,13,0
0,90,63,74,9
0,100,82,87,14
0,94,77,78,9
2,102,76,134,12
0,98,71,87,12
2,113,71,129,15
1,33,20,11,0
2,96,76,129,15
2,97,68,101,16
1,43,27,28,0
0,82,61,60,3
0,87,62,68,10
2,119,97,116,11
0,89,67,67,5
2,105,90,143,19
2,105,78,99,16
1,26,25,9,2
0,83,61,67,3
1,44,29,10,0
0,106,65,88,7
2,115,106,141,16
0,84,65,74,8
0,91,67,79,6
2,114,80,145,25
2,120,70,130,14
0,93,57,73,15
0,92,70,86,8
0,97,55,84,18
0,84,65,66,11
1,18,17,6,0
1,28,21,15,4
2,107,78,121,10
0,97,59,53,12
0,94,62,79,12
1,39,26,8,2
0,100,68,90,7
2,107,74,114,13
1,29,27,29,4
2,120,75,158,25
2,107,72,115,17
0,94,76,88,15
1,45,24,21,1
0,107,70,82,6
1,37,29,12,2
1,39,31,10,0
1,12,11,10,0
0,106,85,82,14
0,102,77,98,12
0,92,66,69,6
2,123,91,117,23
0,106,91,82,10
1,24,14,23,0
0,90,58,46,8
2,109,78,124,17
2,108,71,128,23
0,98,71,75,6
0,88,71,92,17
0,88,60,80,8
1,43,21,14,2
2,100,72,127,12
0,88,69,78,11
2,118,78,114,11
2,132,86,171,22
0,98,78,78,4
0,97,61,97,7
2,107,78,115,8
1,28,21,7,0
0,100,58,93,9
0,102,85,90,6
0,103,50,82,9
1,41,25,18,0
2,108,64,105,22
0,96,60,60,10
1,42,26,17,4
2,100,81,104,14
2,104,74,139,23
0,94,65,78,12
0,96,59,79,5
0,108,64,86,10
0,86,62,45,6
0,91,53,87,9
2,100,70,138,29
1,94,45,17,0
0,101,71,74,18
2,122,83,132,17
2,118,75,140,13
2,89,68,102,15
1,32,19,12,0
1,49,32,15,1
0,112,70,100,11
1,28,19,15,3
0,86,59,95,11
2,103,76,117,18
1,82,38,15,3
2,107,73,116,16
2,103,72,103,14
1,42,26,12,3
0,36,37,80,14
0,110,67,98,20
0,91,65,93,13
1,27,26,16,0
0,101,76,83,9
0,103,62,96,24
2,101,89,117,13
0,101,77,82,13
0,80,59,70,3
1,50,27,13,0
0,95,77,85,14
2,122,86,129,28
0,110,44,89,8
2,117,46,136,15
0,111,75,98,11
0,78,65,62,10
0,107,58,78,15
2,111,77,132,22
0,100,68,100,13
1,30,36,10,3
2,118,76,117,12
1,36,27,11,4
0,89,63,59,14
1,63,49,26,1
2,99,68,101,16
1,43,28,28,0
0,98,58,57,5
0,75,36,66,11
0,87,64,60,9
0,87,56,52,4
2,130,87,197,21
0,107,69,91,15
1,44,31,26,1
0,103,66,77,13
0,77,44,88,19
0,79,61,65,15
0,119,83,92,12
0,84,64,71,5
1,30,24,23,2
0,74,44,50,8
1,43,26,23,0
2,104,72,110,14
2,104,84,122,19
0,98,76,61,8
2,105,71,107,16
2,101,87,124,11
2,111,85,150,11
2,113,80,100,13
0,81,79,93,20
1,29,17,6,1
1,45,34,22,0
2,123,81,118,28
0,90,63,65,6
0,89,65,84,8
0,87,69,62,5
0,95,79,57,10
2,105,75,119,13
1,40,16,16,0
2,105,73,113,19
0,91,71,73,4
0,90,81,81,16
1,43,29,6,0
0,102,61,75,9
1,43,24,12,1
0,84,66,91,8
1,25,25,8,0
0,93,64,73,6
0,96,78,66,9
1,15,13,9,2
2,115,71,104,13
0,104,73,91,9
1,22,23,18,3
0,94,58,72,6
0,72,53,50,3
2,94,63,105,8
0,105,63,88,3
1,34,22,8,0
0,112,68,88,13
0,89,59,73,5
1,36,29,15,1
0,78,61,68,6
1,40,29,17,0
0,97,59,79,15
0,100,70,94,22
0,80,47,102,9
0,80,53,53,6
0,109,76,87,14
0,101,68,96,17
0,82,64,91,6
2,113,95,126,32
0,96,72,82,13
2,100,70,108,18
1,29,20,14,0
1,44,31,8,4
1,49,27,19,4
1,30,20,17,0
0,98,57,79,5
0,84,57,85,11
2,97,73,103,17
0,90,61,51,7
2,120,52,130,14
2,104,73,101,18
0,92,57,51,9
0,98,64,92,14
1,40,26,20,1
0,96,60,84,9
0,84,57,87,12
0,103,58,84,6
1,31,22,6,3
1,32,18,12,0
2,101,70,124,10
0,81,72,92,15
